config,frame,threads,conc,rep,achieved,p50_us,p99_us,p999_us,avg_us,fail,client_core,server_core,dpu_arm_cores,window_s
grpc-envoy-strict,8192,8,2,1,16741.0,945.00,1275.00,1428.00,955.63,0,0.9989,0.9608,NA,6.0266
grpc-envoy-strict,8192,8,4,1,21089.0,1499.00,2000.00,2273.00,1517.20,0,0.9988,0.9539,NA,6.0257
grpc-envoy-strict,8192,8,8,1,25032.0,2537.00,3244.00,3641.00,2556.24,0,0.9997,0.9670,NA,6.0261
grpc-envoy-strict,8192,8,16,1,27859.0,4575.00,5740.00,6513.00,4594.45,0,0.9990,0.9713,NA,6.0301
grpc-envoy-strict,8192,8,32,1,29679.0,8568.00,10495.00,12366.00,8626.96,0,0.9992,0.9847,NA,6.0262
grpc-linkerd,64,8,1,1,4477.0,1845.00,2146.00,2238.00,1786.54,0,0.5226,0.4192,NA,6.0260
grpc-linkerd,64,8,2,1,5894.0,2754.00,3107.00,3170.00,2714.44,0,0.5393,0.4253,NA,6.0274
grpc-linkerd,64,8,4,1,8061.0,4411.00,4954.00,5038.00,3968.19,0,0.6436,0.5380,NA,6.0267
grpc-linkerd,64,8,8,1,8121.0,7770.00,8749.00,8846.00,7875.02,0,0.5324,0.4627,NA,6.0267
grpc-linkerd,64,8,16,1,8849.0,14487.00,16335.00,16510.00,14469.66,0,0.5368,0.4746,NA,6.0260
grpc-linkerd,64,8,32,1,15544.0,15255.00,27873.00,30362.00,16473.45,0,0.9178,0.8243,NA,6.0272
grpc-linkerd,1024,8,1,1,4227.0,1928.00,2262.00,2325.00,1892.38,0,0.5660,0.4337,NA,6.0257
grpc-linkerd,1024,8,2,1,5832.0,2923.00,3298.00,3399.00,2742.96,0,0.5799,0.4674,NA,6.0271
grpc-linkerd,1024,8,4,1,7616.0,4754.00,5347.00,5465.00,4199.86,0,0.6697,0.5682,NA,6.0266
grpc-linkerd,1024,8,8,1,8306.0,8457.00,9463.00,9578.00,7701.38,0,0.6731,0.5924,NA,6.0278
grpc-linkerd,1024,8,16,1,8102.0,15791.00,17730.00,18179.00,15798.38,0,0.5975,0.5330,NA,6.0267
grpc-linkerd,1024,8,32,1,11683.0,20611.00,32821.00,36456.00,21913.30,0,0.8183,0.7400,NA,6.0271
grpc-linkerd,8192,8,1,1,3821.0,2133.00,2440.00,2526.00,2093.20,0,0.5647,0.4520,NA,6.0263
grpc-linkerd,8192,8,2,1,5300.0,3139.00,3592.00,3726.00,3018.37,0,0.6208,0.4987,NA,6.0309
grpc-linkerd,8192,8,4,1,7158.0,4491.00,5944.00,6131.00,4469.28,0,0.7081,0.6082,NA,6.0273
grpc-linkerd,8192,8,8,1,7635.0,8281.00,10948.00,11113.00,8379.75,0,0.7007,0.6188,NA,6.0280
grpc-linkerd,8192,8,16,1,8362.0,14392.00,20534.00,22826.00,15300.63,0,0.7217,0.6689,NA,6.0275
grpc-linkerd,8192,8,32,1,11215.0,22253.00,34071.00,38432.00,22828.93,0,0.9617,0.9128,NA,6.0270
grpc-linkerd-opaque,64,8,1,1,20818.0,379.00,453.00,522.00,384.20,0,0.9996,0.9993,NA,6.0253
grpc-linkerd-opaque,64,8,2,1,28892.0,544.00,659.00,729.00,553.70,0,0.9994,0.9987,NA,6.0276
grpc-linkerd-opaque,64,8,4,1,37301.0,841.00,1046.00,1120.00,857.78,0,0.9997,0.9929,NA,6.0263
grpc-linkerd-opaque,64,8,8,1,42972.0,1471.00,1847.00,1908.00,1489.17,0,0.9999,0.9597,NA,6.0266
grpc-linkerd-opaque,64,8,16,1,46519.0,2729.00,3240.00,3310.00,2751.41,0,0.9998,0.9464,NA,6.0273
grpc-linkerd-opaque,64,8,32,1,49749.0,5111.00,6481.00,6533.00,5145.98,0,0.9998,0.9344,NA,6.0272
grpc-linkerd-opaque,1024,8,1,1,20072.0,393.00,472.00,557.00,398.48,0,0.9995,0.9987,NA,6.0266
grpc-linkerd-opaque,1024,8,2,1,26287.0,594.00,784.00,1022.00,608.58,0,0.9972,0.9904,NA,6.0265
grpc-linkerd-opaque,1024,8,4,1,33639.0,915.00,1149.00,1585.00,951.15,0,0.9996,0.9698,NA,6.0267
grpc-linkerd-opaque,1024,8,8,1,38238.0,1591.00,2031.00,2073.00,1673.55,0,0.9999,0.9606,NA,6.0259
grpc-linkerd-opaque,1024,8,16,1,41974.0,2930.00,3748.00,3785.00,3049.43,0,0.9999,0.9424,NA,6.0257
grpc-linkerd-opaque,1024,8,32,1,44411.0,5687.00,7131.00,7451.00,5764.81,0,0.9982,0.9475,NA,6.0250
grpc-linkerd-opaque,8192,8,1,1,12958.0,617.00,768.00,848.00,617.29,0,0.9995,0.9821,NA,6.0270
grpc-linkerd-opaque,8192,8,2,1,16955.0,936.00,1287.00,1335.00,943.57,0,0.9997,0.9804,NA,6.0266
grpc-linkerd-opaque,8192,8,4,1,20472.0,1565.00,2103.00,2183.00,1562.92,0,0.9989,0.9525,NA,6.0278
grpc-linkerd-opaque,8192,8,8,1,23420.0,2731.00,3668.00,3922.00,2732.38,0,0.9994,0.9591,NA,6.0260
grpc-linkerd-opaque,8192,8,16,1,25426.0,5039.00,6723.00,7116.00,5033.88,0,0.9997,0.9710,NA,6.0234
grpc-linkerd-opaque,8192,8,32,1,26527.0,9643.00,12978.00,16266.00,9650.78,0,0.9996,0.9684,NA,6.0268
grpc-tcp,64,8,1,1,22740.0,349.00,500.00,976.00,351.74,0,0.9049,0.8598,NA,6.0269
grpc-tcp,64,8,2,1,26533.0,586.00,860.00,923.00,602.94,0,0.9210,0.8990,NA,6.0269
grpc-tcp,64,8,4,1,29219.0,1086.00,1513.00,3118.00,1095.10,0,0.9557,0.9559,NA,6.0269
grpc-tcp,64,8,8,1,30189.0,2111.00,2924.00,5050.00,2119.70,0,0.9763,0.9786,NA,6.0265
grpc-tcp,64,8,16,1,29620.0,4310.00,7599.00,14749.00,4321.08,0,0.9879,0.9883,NA,6.0262
grpc-tcp,64,8,32,1,30305.0,8394.00,12728.00,18192.00,8444.51,0,0.9940,0.9939,NA,6.0265
grpc-tcp,1024,8,1,1,22615.0,353.00,547.00,1138.00,353.66,0,0.9173,0.8645,NA,6.0275
grpc-tcp,1024,8,2,1,23229.0,672.00,1916.00,3226.00,688.62,0,0.9952,0.9903,NA,6.0264
grpc-tcp,1024,8,4,1,24696.0,164.00,25508.00,54940.00,1294.26,0,0.9971,0.9937,NA,6.0273
grpc-tcp,1024,8,8,1,24787.0,326.00,46934.00,66483.00,2578.38,0,0.9967,0.9949,NA,6.0270
grpc-tcp,1024,8,16,1,24335.0,655.00,65289.00,79835.00,5250.68,0,0.9981,0.9962,NA,6.0257
grpc-tcp,1024,8,32,1,29742.0,8421.00,9426.00,101170.00,8606.99,0,2.3552,0.9997,NA,6.0277
grpc-tcp,8192,8,1,1,20862.0,331.00,1257.00,2996.00,383.35,0,2.3088,0.9233,NA,6.0265
grpc-tcp,8192,8,2,1,25253.0,587.00,1290.00,7137.00,633.47,0,2.5164,0.9794,NA,6.0263
grpc-tcp,8192,8,4,1,24191.0,1269.00,2053.00,3124.00,1322.72,0,2.3759,0.9994,NA,6.0263
grpc-tcp,8192,8,8,1,23838.0,2547.00,3368.00,60042.00,2656.50,0,2.3284,0.9997,NA,6.0276
grpc-tcp,8192,8,16,1,23794.0,5025.00,6048.00,110474.00,5379.27,0,2.1320,0.9997,NA,6.0276
grpc-tcp,8192,8,32,1,25263.0,9861.00,11243.00,118313.00,10134.24,0,2.1089,0.9997,NA,6.0271
grpc-dpumesh,64,8,1,1,33584.0,189.00,437.00,14091.00,238.07,0,0.8907,0.9673,2.5718,6.0276
grpc-dpumesh,64,8,2,1,34373.0,416.00,810.00,14058.00,465.41,0,0.9380,0.9598,2.2445,6.0268
grpc-dpumesh,64,8,4,1,36403.0,817.00,1433.00,14597.00,879.02,0,0.9468,0.9381,1.8412,6.0268
grpc-dpumesh,64,8,8,1,31667.0,1592.00,14018.00,93014.00,2014.67,0,0.9369,0.8276,1.4177,6.0284
grpc-dpumesh,64,8,16,1,28134.0,3248.00,27937.00,133941.00,4544.57,0,0.9138,0.8533,1.3941,6.0275
grpc-dpumesh,64,8,32,1,28289.0,6724.00,65013.00,133743.00,9046.17,0,0.9149,0.8755,1.3548,6.0263
grpc-dpumesh,1024,8,1,1,31854.0,196.00,521.00,14533.00,251.08,0,0.8449,0.9727,2.4250,6.0265
grpc-dpumesh,1024,8,2,1,34253.0,425.00,810.00,13789.00,467.03,0,0.9500,0.9573,2.2708,6.0258
grpc-dpumesh,1024,8,4,1,36392.0,826.00,1450.00,14289.00,879.24,0,0.9583,0.9147,1.8112,6.0275
grpc-dpumesh,1024,8,8,1,31639.0,1623.00,13891.00,80665.00,2022.56,0,0.9368,0.8179,1.3227,6.0275
grpc-dpumesh,1024,8,16,1,27537.0,3082.00,37871.00,131074.00,4648.09,0,0.8355,0.8533,1.1855,6.0276
grpc-dpumesh,1024,8,32,1,27641.0,6552.00,64244.00,153623.00,9257.34,0,0.9018,0.8571,1.2896,6.0273
grpc-dpumesh,8192,8,1,1,24608.0,279.00,757.00,16288.00,325.04,0,0.9191,0.9782,2.7078,6.0262
grpc-dpumesh,8192,8,2,1,24639.0,586.00,702.00,15208.00,649.30,0,0.9249,0.9675,1.8963,6.0270
grpc-dpumesh,8192,8,4,1,23026.0,1307.00,12745.00,14877.00,1389.71,0,0.8702,0.9648,1.4447,6.0268
grpc-dpumesh,8192,8,8,1,27966.0,1538.00,14350.00,212100.00,2272.40,0,0.9429,0.9336,1.6559,6.0270
grpc-dpumesh,8192,8,16,1,22490.0,3244.00,87577.00,157855.00,5690.68,0,0.8386,0.9578,1.6188,6.0268
grpc-dpumesh,8192,8,32,1,21451.0,7259.00,140325.00,304197.00,11854.72,0,0.7539,0.9994,1.4042,6.0267
