config,body,rate,role,core,site,samples,cores,share
grpc-tcp,1008,20000,client,22,kernel-poll,132,0.01859,0.02339
grpc-tcp,1008,20000,client,22,vdso,69,0.00972,0.01223
grpc-tcp,1008,20000,client,22,app-code,23,0.00324,0.00408
grpc-tcp,1008,20000,server,23,grpc-code,2473,0.34786,0.4632
grpc-tcp,1008,20000,server,23,kernel-sched,964,0.1356,0.18056
grpc-tcp,1008,20000,server,23,kernel-net,645,0.09073,0.12081
grpc-tcp,1008,20000,server,23,kernel-other,450,0.0633,0.08429
grpc-tcp,1008,20000,server,23,libc,327,0.046,0.06125
grpc-tcp,1008,20000,server,23,kernel-syscall,284,0.03995,0.05319
grpc-tcp,1008,20000,server,23,kernel-poll,137,0.01927,0.02566
grpc-tcp,1008,20000,server,23,vdso,57,0.00802,0.01068
grpc-tcp,1008,20000,server,23,app-code,2,0.00028,0.00037
