# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 998  of event 'cycles'
# Event count (approx.): 49397000768
#
# Overhead  Command          Shared Object               Symbol                                          IPC   [IPC Coverage]
# ........  ...............  ..........................  ..............................................  ....................
#
     0.31%  bench_sock       libc.so.6                   [.] __memmove_avx512_unaligned_erms             -      -            
     0.31%  bench_sock       [mlx5_core]                 [k] free_4k                                     -      -            
     0.31%  bench_sock       libc.so.6                   [.] read                                        -      -            
     0.31%  bench_sock       libc.so.6                   [.] epoll_pwait2                                -      -            
     0.31%  bench_sock       [kernel.kallsyms]           [k] __get_user_8                                -      -            
     0.31%  bench_sock       [kernel.kallsyms]           [k] switch_fpu_return                           -      -            
     0.31%  bench_sock       [kernel.kallsyms]           [k] native_irq_return_iret                      -      -            
     0.31%  bench_sock       libc.so.6                   [.] __GI___lll_lock_wake                        -      -            
     0.31%  bench_sock       [kernel.kallsyms]           [k] security_file_permission                    -      -            
     0.31%  bench_sock       [kernel.kallsyms]           [k] psi_task_switch                             -      -            
     0.31%  bench_sock       [kernel.kallsyms]           [k] __cond_resched                              -      -            
     0.31%  echo_sock        [kernel.kallsyms]           [k] mutex_lock                                  -      -            
     0.31%  echo_sock        [kernel.kallsyms]           [k] __rdgsbase_inactive                         -      -            
     0.31%  echo_sock        [kernel.kallsyms]           [k] sock_read_iter                              -      -            
     0.31%  echo_sock        [kernel.kallsyms]           [k] schedule                                    -      -            
     0.31%  echo_sock        libdpumesh.so.4             [.] 0x00000000000070e0                          -      -            
     0.31%  echo_sock        [kernel.kallsyms]           [k] do_poll.constprop.0                         -      -            
     0.31%  echo_sock        [kernel.kallsyms]           [k] xfd_validate_state                          -      -            
     0.31%  echo_sock        [kernel.kallsyms]           [k] pick_next_entity                            -      -            
     0.31%  echo_sock        libc.so.6                   [.] __GI___lll_lock_wake                        -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
