arm,protocol,size,mode,rep,symbol,self_percent
lean,grpc,64,capacity,1,http::header::name::parse_hdr,0.14
lean,grpc,64,capacity,1,<linkerd_stack::loadshed::LoadShed<S> as tower_service::Service<Req>>::poll_ready,0.14
lean,grpc,64,capacity,1,core::ptr::drop_in_place<linkerd_app_outbound::http::logical::Concrete<linkerd_app_outbound::http::Http<linkerd_app_outbound::sidecar::HttpSidecar>>>,0.14
lean,grpc,64,capacity,1,__aarch64_ldset8_rel,0.13
lean,grpc,64,capacity,1,h2::proto::streams::recv::Recv::release_capacity,0.13
lean,grpc,64,capacity,1,dmesh_l7_driver_stopped,0.13
lean,grpc,64,capacity,1,std::sys::pal::unix::time::Timespec::now,0.13
lean,grpc,64,capacity,1,tracing::span::Span::current,0.13
lean,grpc,64,capacity,1,tokio::runtime::scheduler::current_thread::Context::park_internal,0.13
lean,grpc,64,capacity,1,"<alloc::vec::Vec<T> as alloc::vec::spec_from_iter::SpecFromIter<T,I>>::from_iter",0.13
lean,grpc,64,capacity,1,core::ptr::drop_in_place$LT$core..pin..Pin$LT$alloc..boxed..Box$LT$dyn$u20$core..future..future..Future$u2b$Output$u20$$u3d$$u20$$LP$$RP$$u2b$core..marker..Send$GT$$GT$$GT$::h223712d785558218,0.13
lean,grpc,64,capacity,1,h2::proto::streams::recv::Recv::recv_trailers,0.13
lean,grpc,64,capacity,1,<linkerd_http_detect::Detect<N> as tower_service::Service<I>>::call::{{closure}},0.13
lean,grpc,64,capacity,1,doca_task_try_submit,0.13
lean,grpc,64,capacity,1,<dmesh_l7::DirectWriter as dmesh_doca::io::TxWriter>::write,0.13
lean,grpc,64,capacity,1,h2::proto::streams::streams::StreamRef<B>::poll_reset,0.13
lean,grpc,64,capacity,1,memblock_is_map_memory,0.13
lean,grpc,64,capacity,1,_rjem_je_tcache_bin_flush_stashed,0.13
lean,grpc,64,capacity,1,tokio::sync::task::atomic_waker::AtomicWaker::register_by_ref,0.13
lean,grpc,64,capacity,1,clock_gettime@@GLIBC_2.17,0.13
