config,frame,threads,conc,rep,achieved,p50_us,p99_us,p999_us,avg_us,fail,client_core,server_core,dpu_arm_cores,window_s
grpc-envoy-strict,64,8,8,1,40581.0,1550.00,2123.00,2245.00,1576.89,0,0.9877,0.9949,NA,6.0268
grpc-envoy-strict,64,8,16,1,43739.0,2916.00,4029.00,4188.00,2926.40,0,0.9362,0.9990,NA,6.0267
grpc-envoy-strict,64,8,32,1,46630.0,5453.00,7568.00,7902.00,5490.61,0,0.9348,0.9988,NA,6.0289
grpc-envoy-strict,1024,8,1,1,16482.0,478.00,631.00,738.00,485.29,0,0.9983,0.9883,NA,6.0262
grpc-envoy-strict,1024,8,2,1,22837.0,690.00,901.00,1083.00,700.51,0,0.9908,0.9894,NA,6.0268
grpc-envoy-strict,1024,8,4,1,31257.0,1007.00,1280.00,1456.00,1023.65,0,0.9974,0.9881,NA,6.0268
grpc-envoy-strict,1024,8,8,1,38490.0,1618.00,2109.00,2287.00,1662.52,0,0.9987,0.9757,NA,6.0265
grpc-envoy-strict,1024,8,16,1,42133.0,2974.00,4069.00,4305.00,3037.89,0,0.9891,0.9908,NA,6.0267
grpc-envoy-strict,1024,8,32,1,43834.0,5794.00,7927.00,8335.00,5841.57,0,0.9594,0.9989,NA,6.0269
grpc-envoy-strict,8192,8,1,1,13228.0,603.00,781.00,879.00,604.69,0,0.9991,0.9781,NA,6.0259
grpc-envoy-strict,8192,8,2,1,17364.0,909.00,1214.00,1411.00,921.35,0,0.9981,0.9675,NA,6.0275
grpc-envoy-strict,8192,8,4,1,21516.0,1453.00,1866.00,2102.00,1487.11,0,0.9995,0.9730,NA,6.0269
grpc-envoy-strict,8192,8,8,1,25350.0,2493.00,3153.00,3606.00,2524.24,0,0.9986,0.9859,NA,6.0270
grpc-envoy-strict,8192,8,16,1,28098.0,4485.00,5643.00,6398.00,4555.25,0,0.9979,0.9944,NA,6.0270
grpc-envoy-strict,8192,8,32,1,28385.0,8928.00,12010.00,15844.00,9018.36,0,0.9726,0.9997,NA,6.0239
grpc-tcp,64,8,1,1,22967.0,350.00,635.00,1293.00,348.26,0,0.9341,0.8836,NA,6.0268
grpc-tcp,64,8,2,1,26712.0,583.00,858.00,943.00,598.92,0,0.9201,0.9125,NA,6.0265
grpc-tcp,64,8,4,1,29156.0,1089.00,1566.00,2425.00,1097.48,0,0.9570,0.9556,NA,6.0255
grpc-tcp,64,8,8,1,30122.0,2117.00,2939.00,4399.00,2124.52,0,0.9762,0.9785,NA,6.0266
grpc-tcp,64,8,16,1,29723.0,4300.00,6381.00,8557.00,4306.37,0,0.9872,0.9890,NA,6.0243
grpc-tcp,64,8,32,1,30126.0,8436.00,12710.00,15932.00,8499.07,0,0.9937,0.9947,NA,6.0230
grpc-tcp,1024,8,1,1,22499.0,354.00,551.00,1277.00,355.49,0,0.9185,0.8688,NA,6.0263
grpc-tcp,1024,8,2,1,23363.0,686.00,1562.00,5642.00,684.67,0,0.9952,0.9901,NA,6.0265
grpc-tcp,64,8,1,1,22826.0,349.00,514.00,1224.00,350.40,0,0.9165,0.8724,NA,6.0258
grpc-tcp,64,8,2,1,26720.0,584.00,853.00,907.00,598.73,0,0.9184,0.9167,NA,6.0260
grpc-tcp,64,8,4,1,29071.0,1093.00,1566.00,1937.00,1100.67,0,0.9566,0.9570,NA,6.0263
grpc-tcp,64,8,8,1,30011.0,2124.00,2942.00,3770.00,2132.49,0,0.9762,0.9785,NA,6.0258
grpc-tcp,64,8,16,1,29799.0,4291.00,6415.00,10616.00,4295.30,0,0.9875,0.9885,NA,6.0265
grpc-tcp,64,8,32,1,30233.0,8403.00,12696.00,16371.00,8468.51,0,0.9941,0.9948,NA,6.0247
grpc-tcp,1024,8,1,1,22411.0,353.00,510.00,1015.00,356.90,0,0.9051,0.8543,NA,6.0260
grpc-tcp,1024,8,2,1,23508.0,684.00,1417.00,5421.00,680.42,0,0.9983,0.9891,NA,6.0259
grpc-tcp,1024,8,4,1,24410.0,166.00,27990.00,58489.00,1308.44,0,1.0002,0.9952,NA,6.0243
grpc-tcp,1024,8,8,1,24520.0,332.00,47682.00,66861.00,2604.80,0,0.9958,0.9965,NA,6.0258
grpc-tcp,1024,8,16,1,24649.0,662.00,63365.00,75267.00,5186.16,0,0.9974,0.9968,NA,6.0247
grpc-tcp,1024,8,32,1,24757.0,1328.00,72068.00,81887.00,10324.09,0,0.9975,0.9966,NA,6.0249
grpc-tcp,8192,8,1,1,20457.0,354.00,1562.00,4235.00,390.78,0,0.9951,0.9873,NA,6.0261
grpc-tcp,8192,8,2,1,20344.0,769.00,2059.00,3281.00,786.20,0,0.9873,0.9863,NA,6.0263
grpc-tcp,8192,8,4,1,21664.0,190.00,20764.00,40378.00,1476.07,0,0.9981,0.9903,NA,6.0270
grpc-tcp,8192,8,8,1,21939.0,365.00,51030.00,67535.00,2910.86,0,0.9942,0.9924,NA,6.0249
grpc-tcp,8192,8,16,1,22029.0,713.00,67993.00,76775.00,5800.63,0,0.9974,0.9698,NA,6.0266
grpc-tcp,8192,8,32,1,21103.0,1507.00,74019.00,128773.00,12124.54,0,0.9218,0.9945,NA,6.0250
grpc-dpumesh,64,8,1,1,33348.0,185.00,480.00,14627.00,239.83,0,0.8637,0.9692,2.5053,6.0263
grpc-dpumesh,64,8,2,1,35476.0,408.00,804.00,13547.00,450.93,0,0.9364,0.9625,2.2414,6.0272
grpc-dpumesh,64,8,4,1,38437.0,794.00,1373.00,14030.00,832.45,0,0.9610,0.9519,1.9028,6.0249
grpc-dpumesh,64,8,8,1,31509.0,1591.00,13880.00,106696.00,2030.21,0,0.8825,0.8568,1.4312,6.0268
grpc-dpumesh,64,8,16,1,30459.0,2799.00,27720.00,77718.00,4201.63,0,0.9585,0.8081,1.2924,6.0263
grpc-dpumesh,64,8,32,1,26830.0,6852.00,91812.00,149746.00,9534.63,0,0.8847,0.8846,1.2971,6.0262
grpc-dpumesh,1024,8,1,1,33001.0,197.00,536.00,14107.00,242.35,0,0.8650,0.9761,2.5113,6.0264
grpc-dpumesh,1024,8,2,1,34485.0,416.00,821.00,13698.00,463.89,0,0.9178,0.9575,2.1868,6.0251
grpc-dpumesh,1024,8,4,1,37467.0,806.00,1441.00,13890.00,854.00,0,0.9447,0.9279,1.8019,6.0241
grpc-dpumesh,1024,8,8,1,31701.0,1607.00,13938.00,94644.00,2018.72,0,0.9206,0.8167,1.3096,6.0262
grpc-dpumesh,1024,8,16,1,28050.0,2983.00,37425.00,124670.00,4559.31,0,0.9016,0.8364,1.2588,6.0267
grpc-dpumesh,1024,8,32,1,28302.0,6688.00,62893.00,133212.00,9035.86,0,0.9438,0.8653,1.3416,6.0270
grpc-dpumesh,8192,8,1,1,24029.0,280.00,738.00,17646.00,332.85,0,0.8951,0.9770,2.6392,6.0266
grpc-dpumesh,8192,8,2,1,24892.0,584.00,669.00,14371.00,642.69,0,0.8982,0.9683,1.8664,6.0273
grpc-dpumesh,8192,8,4,1,24276.0,1326.00,4192.00,14819.00,1317.90,0,0.9195,0.9575,1.5054,6.0264
grpc-dpumesh,8192,8,8,1,29106.0,1554.00,13059.00,101821.00,2193.93,0,0.9850,0.9286,1.7493,6.0271
grpc-dpumesh,8192,8,16,1,22622.0,3315.00,70155.00,154540.00,5654.02,0,0.7576,0.9670,1.4334,6.0266
grpc-dpumesh,8192,8,32,1,23023.0,7041.00,111379.00,284657.00,11103.35,0,0.9068,0.9082,1.5271,6.0261
