config,frame,kind,offered,achieved,client,server,p99,drop,clean
grpc-envoy-permissive,8192,bound,35570,34945.0,0.962482,0.838353,196042.0,0.0,0
grpc-envoy-permissive,8192,common,5104,5104.0,0.390314,0.359915,233.0,0.0,1
grpc-envoy-permissive,8192,common,10207,10207.0,0.778186,0.70468,348.0,0.0,1
grpc-envoy-permissive,8192,common,15311,15311.0,0.95873,0.945348,1119.0,0.0,1
grpc-envoy-permissive,8192,common,18373,18373.0,0.959412,0.9463,1537.0,0.0,1
grpc-tcp,64,bound,1601,1601.0,0.085331,0.088175,420.0,0.0,1
grpc-tcp,64,bound,4803,4803.0,0.200451,0.185251,438.0,0.0,1
grpc-tcp,64,bound,9607,9607.0,0.390746,0.379225,298.0,0.0,1
grpc-tcp,64,bound,16011,16011.0,0.646185,0.631003,292.0,0.0,1
grpc-tcp,64,bound,22415,22414.0,0.813704,0.752059,1412.0,0.0,1
grpc-tcp,64,bound,27219,27219.0,0.881961,0.826129,3184.0,0.0,1
grpc-tcp,64,bound,32022,32023.0,0.922237,0.90799,7299.0,0.0,1
grpc-tcp,64,bound,33623,33627.0,0.933347,0.924793,16310.0,0.0,0
grpc-tcp,64,common,4647,4647.0,0.196016,0.183525,461.0,0.0,1
grpc-tcp,64,common,9294,9294.0,0.387264,0.367331,471.0,0.0,1
grpc-tcp,64,common,13940,13939.0,0.595172,0.590488,234.0,0.0,1
grpc-tcp,64,common,16728,16727.0,0.678431,0.645801,352.0,0.0,1
grpc-tcp,1024,bound,1485,1485.0,0.08452,0.110452,437.0,0.0,1
grpc-tcp,1024,bound,4456,4456.0,0.196416,0.181086,334.0,0.0,1
grpc-tcp,1024,bound,8912,8912.0,0.369627,0.357146,530.0,0.0,1
grpc-tcp,1024,bound,14854,14853.0,0.603426,0.615779,288.0,0.0,1
grpc-tcp,1024,bound,20795,20794.0,0.817274,0.718326,816.0,0.0,1
grpc-tcp,1024,bound,25251,25251.0,0.898905,0.844973,2223.0,0.0,1
grpc-tcp,1024,bound,29707,29715.0,0.936452,0.920399,8651.0,0.0,0
grpc-tcp,1024,bound,31192,29599.0,0.961354,0.949125,513343.0,0.0,0
grpc-tcp,1024,common,4393,4393.0,0.191041,0.178317,338.0,0.0,1
grpc-tcp,1024,common,8785,8785.0,0.369445,0.34642,536.0,0.0,1
grpc-tcp,1024,common,13178,13177.0,0.564998,0.564047,223.0,0.0,1
grpc-tcp,1024,common,15813,15812.0,0.662191,0.633416,310.0,0.0,1
grpc-tcp,8192,bound,1231,1231.0,0.074906,0.17286,430.0,0.0,1
grpc-tcp,8192,bound,3694,3694.0,0.180164,0.16594,160.0,0.0,1
grpc-tcp,8192,bound,7388,7388.0,0.344229,0.341361,158.0,0.0,1
grpc-tcp,8192,bound,12314,12314.0,0.608013,0.602339,524.0,0.0,1
grpc-tcp,8192,bound,17239,17238.0,0.814359,0.736439,521.0,0.0,1
grpc-tcp,8192,bound,20933,20933.0,0.896204,0.821361,1314.0,0.0,1
grpc-tcp,8192,bound,24627,24628.0,0.942372,0.919093,12815.0,0.0,0
grpc-tcp,8192,bound,25858,25075.0,0.937301,0.914563,356547.0,0.0,0
grpc-tcp,8192,common,5104,5104.0,0.254519,0.23627,155.0,0.0,1
grpc-tcp,8192,common,10207,10207.0,0.506192,0.473902,163.0,0.0,1
grpc-tcp,8192,common,15311,15310.0,0.718102,0.715931,373.0,0.0,1
grpc-tcp,8192,common,18373,18372.0,0.810286,0.773613,619.0,0.0,1
